code,city,province,year,built_district,pub_income,pub_expend,dist_pop,city_pop,gdp,primary_gdp_per,secondary_gdp_per,tertiary_gdp_per,output_value,output_dom,vat,invest_fixassets,invest_realestate,electric_use
130,Liuzhou,Guangxi,2004,104,298114,437311,354.51,97.23,4037641,13.51,53.05,33.44,5674259,,266730,1413167,384921,436673
130,Liuzhou,Guangxi,2003,99,271308,383657,351.26,95.89,3266706,13.66,49.31,37.04,4265218,3468071,241557,1093675,278999,391257
147,Nanning,Guangxi,2013,278,2562469,4183976,724.4,279.7,28035444,12.48,39.62,47.89,25571348,20656350,807333,24326855,4163709,1067842
147,Nanning,Guangxi,2012,237,2297183,3765096,713.5,274.6,25031812,12.9,38.38,48.72,21093267,17446103,719191,25176100,3627301,1012123
147,Nanning,Guangxi,2011,293,1862924,3023075,711.5,272.8,22114358,13.82,37.51,48.67,17252922,14639860,641525,19661255,3924234,912268
147,Nanning,Guangxi,2010,215,1560958,2612785,707.37,270.74,18002613,13.58,36.21,50.21,12854044,11030215,460655,14830158,3174993,854042
147,Nanning,Guangxi,2009,190,1204628,2035519,697.9,267.14,15247144,13.93,34.59,51.48,9816480,8438423,323188,10439120,2267250,792994
147,Nanning,Guangxi,2008,179,1911682,1660830,691.69,263.89,13162137,15.44,34.65,49.91,8557094,1452728,256182,6934353,1993043,719178
147,Nanning,Guangxi,2007,179,701510,1180007,683.51,259.77,10690099,14.77,34.82,50.4,6690667,5842169,274721,5602200,1874630,659089
147,Nanning,Guangxi,2006,170,566221,930781,671.89,254.86,8701481,15.44,34.17,50.39,4954808,4292025,186424,4472211,1390742,561969
147,Nanning,Guangxi,2005,170,451954,735508,659.54,249.67,7233557,16.55,31.96,51.49,3701812,3237322,154276,3628975,1051128,502559
147,Nanning,Guangxi,2004,125,432526,621191,648.85,150.06,5888588,17.45,31.41,51.14,2636466,2282247,137619,2607610,660379,375151
147,Nanning,Guangxi,2003,125,362435,524981,614.67,145.77,5025271,19.03,29.54,51.42,2083763,1809058,115947,1903947,394830,317085
165,Qinzhou,Guangxi,2013,88,449451,1335904,396.5,146.3,7537500,24.12,42.04,33.85,11305801,9428504,216879,5590268,729063,399251
165,Qinzhou,Guangxi,2012,86,335809,1225149,391.7,141.6,6913216,24.13,41.83,34.04,10936318,9075257,198457,5616792,684433,372927
165,Qinzhou,Guangxi,2011,55,255696,969823,391.2,142.1,6466515,24.13,44.96,30.91,9405577,8023666,108320,5577844,821522,319492
165,Qinzhou,Guangxi,2010,80,583733,804266,387.65,138.06,5206655,25.39,41.97,32.64,4817445,3938640,120899,4515966,653886,141570
165,Qinzhou,Guangxi,2009,63,210135,665057,371.19,134.79,3963669,29.13,35.67,35.2,2714469,1986158,71809,3746478,391649,186935
165,Qinzhou,Guangxi,2008,54,128773,487982,364.51,129.67,3774232,28.58,39.88,31.54,2561540,1718316,64708,2489142,,83511
165,Qinzhou,Guangxi,2007,85,130438,328656,355.99,128.02,3039209,32.05,37.42,30.53,1817569,1171261,64610,1659264,231043,161935
165,Qinzhou,Guangxi,2006,34,104738,249056,348.56,124.85,2450725,34.41,35.6,29.99,1207603,764327,37755,1178833,126543,125998
165,Qinzhou,Guangxi,2005,64,90841,207054,341.1,122.08,2055202,38.08,31.66,30.26,749106,555569,21828,898450,157851,99270
165,Qinzhou,Guangxi,2004,64,88591,167905,344.01,122.63,1746454,41.46,26.93,31.61,,,,624084,51044,52615
165,Qinzhou,Guangxi,2003,64,77510,155938,336.74,120.32,1553338,44.93,23.93,31.14,310990,258326,12325,444962,16291,43549
224,Wuzhou,Guangxi,2013,36,857439,1762808,336.2,52.1,9917096,11.63,66.03,22.34,17396659,15460845,1105904,8034009,912398,280031
224,Wuzhou,Guangxi,2012,36,738301,1592109,329.5,51.6,8325790,12.59,63.08,24.32,13666344,12129370,695620,7970740,718881,234792
224,Wuzhou,Guangxi,2011,37,449088,1185489,327.6,51.4,7352445,13.12,62.69,24.19,9961668,8069575,255784,5827921,746486,416964
224,Wuzhou,Guangxi,2010,36,324213,906366,326.3,51.16,5792817,13.8,58.91,27.29,7157244,5656336,172889,4684193,600464,202829
224,Wuzhou,Guangxi,2009,36,234922,720251,316.18,50.06,4536513,15.33,54.36,30.31,4780195,3735305,143411,3303516,250739,176980
224,Wuzhou,Guangxi,2008,36,181295,509118,313.2,49.72,4001238,16.61,53.86,29.53,3891838,2827721,129963,1983088,206882,99468
224,Wuzhou,Guangxi,2007,36,181103,436538,310.15,49.23,3195739,18.67,51.63,29.7,2694818,1965058,83989,1513735,198962,96989
224,Wuzhou,Guangxi,2006,36,160977,338412,308.22,48.93,2704162,19.59,46.68,33.73,1769462,1185164,53654,1219389,127414,
224,Wuzhou,Guangxi,2005,30,119946,272125,305.43,48.63,,,,,1310513,870107,44320,998929,96096,71121
224,Wuzhou,Guangxi,2004,23,119383,220185,302.65,48.04,1955430,23.86,38.83,37.3,929714,635941,36609,710371,70395,71121
224,Wuzhou,Guangxi,2003,23,91682,192545,293.69,47.24,1619978,24.83,34.58,40.59,695258,528260,30647,416986,54389,63331
259,Yulin,Guangxi,2013,66,754815,2069458,700.9,106.4,11984584,20.35,43.94,35.71,12337037,9564162,391853,9535909,870882,214432
259,Yulin,Guangxi,2012,64,655709,1926529,691.9,104.4,11020800,20.8,43.77,35.44,10285371,7913411,301210,9694157,946598,200314
259,Yulin,Guangxi,2011,62,489414,1597300,684.8,103.3,10199447,20.96,44.96,34.08,9234840,6781378,275166,7594247,923496,245814
259,Yulin,Guangxi,2010,57,368391,1293723,674.59,101.24,8402489,20.44,44.44,35.12,7029021,4710577,263614,6155567,827209,213848
259,Yulin,Guangxi,2009,53,306117,962090,653.41,97.81,6834915,22.25,40.55,37.2,4865215,2983952,179702,4446061,663444,187486
259,Yulin,Guangxi,2008,52,255737,715894,641.73,95.88,6059167,24.84,38.17,36.98,3698479,2304059,106984,2906879,359946,185459
259,Yulin,Guangxi,2007,50,208776,536838,625.01,93.46,5060407,26.39,36.97,36.65,2961702,1632294,125706,2306830,285684,174094
259,Yulin,Guangxi,2006,50,177433,415951,609.31,91.31,4150625,26.92,35.81,37.27,2133395,1154271,91449,1761050,253336,140765
259,Yulin,Guangxi,2005,48,148616,325482,592.43,89.73,3562503,29.27,33.91,36.82,1787695,926016,67434,1313080,156623,120203
259,Yulin,Guangxi,2004,48,141324,267597,595.49,90.45,2998748,33.11,38.72,28.17,1321906,,74937,922951,58821,116470
259,Yulin,Guangxi,2003,45,120624,240682,589.55,90.05,2447588,32.55,37.08,30.37,1074576,521143,62691,483279,30366,108472
4,Anshun,Guizhou,2013,36,468896,1515453,285.6,88.3,4291600,14.21,38.32,47.47,4204292,4012741,123404,2940923,919028,374607
4,Anshun,Guizhou,2012,34,375039,1307907,284.4,87.7,3526171,15.08,38.86,46.06,3274321,3193409,107246,3321550,614034,342655
4,Anshun,Guizhou,2011,36,265083,1010244,282.3,87.5,2855509,15.52,39.44,45.03,2593259,2529728,98467,2091846,409720,305077
4,Anshun,Guizhou,2010,32,198430,788435,279.79,86.78,2329210,17.31,38.03,44.65,2040081,1971163,87759,1113430,241772,264542
4,Anshun,Guizhou,2009,32,228825,646911,273.49,84.7,1957038,18.47,35.35,46.18,1694676,1622979,71109,724244,145696,201693
4,Anshun,Guizhou,2008,32,161252,525194,270.3,84.34,1676482,21.82,38.1,40.08,1071347,993905,62944,683938,81532,22372
4,Anshun,Guizhou,2007,29,150529,388080,267.36,83.11,1457813,20.02,40.04,39.94,1288089,1235940,54337,802154,95341,38247
4,Anshun,Guizhou,2006,28,111230,309141,260.98,81.29,1237372,20.26,39.84,39.9,1023168,971768,38290,439363,58971,14523
4,Anshun,Guizhou,2005,27,74415,221237,256.88,80.01,1060334,22.64,38.57,38.79,630738,264023,32119,323064,57274,12255
4,Anshun,Guizhou,2004,25,63238,178115,256.17,79.69,877905,24.12,43.48,32.39,855121,822712,38735,246617,30738,29671
4,Anshun,Guizhou,2003,24,53248,152662,250.59,79.01,787506,25.82,42.09,32.09,689165,622786,34076,219000,27237,26291
63,Guiyang,Guizhou,2013,,2772077,3936020,379.1,227.9,20854252,3.91,40.69,55.4,20143140,18854597,190062,30303811,9830870,1745085
63,Guiyang,Guizhou,2012,199,2411920,3493275,374.5,224.6,17003048,4.25,42.19,53.56,15928973,14953720,643376,18973500,9085224,1595293
63,Guiyang,Guizhou,2011,162,1870940,2773807,376.1,223.7,13830724,4.52,42.43,53.05,14662863,13656614,481030,16005898,4673595,1712691
63,Guiyang,Guizhou,2010,162,1363034,2043801,337.16,222.03,11218174,5.09,40.73,54.18,10583479,9885539,406394,10191025,3104665,1470703
63,Guiyang,Guizhou,2009,154,1053636,1698423,367.08,218.79,9719382,5.15,40.65,54.2,8967496,8359273,372903,7827910,2103225,1238358
63,Guiyang,Guizhou,2008,140,889890,1422818,363.93,216.65,8110521,5.82,46.97,47.21,8667178,8186898,412096,6015710,1701116,1125623
63,Guiyang,Guizhou,2007,132,759154,1064287,359.82,214.08,6937170,6.57,46.41,47.02,7559236,7110368,404499,5004734,1351267,1147719
63,Guiyang,Guizhou,2006,132,615798,882349,354.52,209.78,6028845,6.29,48.39,45.32,6696494,6296028,338871,4133576,1076936,1089109
63,Guiyang,Guizhou,2005,129,624873,725719,350.66,206.32,5256159,6.66,47.45,45.89,5740645,4361415,309924,3435426,907405,947024
63,Guiyang,Guizhou,2004,129,497019,599316,347.81,203.37,4436292,7.16,52.58,40.26,4426522,4094994,277862,2927840,724474,983646
63,Guiyang,Guizhou,2003,128,403855,502919,344.86,199.57,3809191,7.56,50.39,42.05,3569419,3276303,220197,2418742,611961,866512
129,Liupanshui,Guizhou,2013,37,1235902,2191657,325.4,47.1,8821100,6.58,57.11,36.31,12116014,11861279,373661,10549324,817200,482367
129,Liupanshui,Guizhou,2012,37,1034949,1880834,322.5,49.9,7386526,5.86,61.13,33.01,10779288,10608095,375446,7663875,554845,466527
129,Liupanshui,Guizhou,2011,39,708355,1467141,321.4,49.7,6138561,5.22,62.67,32.11,9279575,9035530,416606,3501466,365024,293428
129,Liupanshui,Guizhou,2010,39,493083,1111159,319.2,49.59,5006319,5.84,60.57,33.6,6629775,6396321,368871,3355144,262488,255416
129,Liupanshui,Guizhou,2009,104,371240,821500,319.35,52.95,4301556,6.16,60.75,33.1,4943284,4749565,255411,2447835,190982,326696
129,Liupanshui,Guizhou,2008,103,297133,631100,312.97,50.16,3842663,6.17,63.05,30.78,4952421,4773270,282224,1977037,180819,216418
129,Liupanshui,Guizhou,2007,100,216064,434385,308.96,48.63,3008419,7.22,58.51,34.27,3288317,3251609,110179,1702212,185720,270000
129,Liupanshui,Guizhou,2006,53,168533,349018,300.43,45.17,2539238,8.04,58.89,33.07,2358632,2320760,173516,1458012,120789,249342
129,Liupanshui,Guizhou,2005,53,132341,275999,297.17,44.3,2075507,9,56.89,34.1,1934635,1035473,154796,1214588,65979,168011
129,Liupanshui,Guizhou,2004,53,89740,181955,295.51,43.12,1510957,11.54,61.15,27.32,1428816,1426264,117214,859377,43237,133664
129,Liupanshui,Guizhou,2003,28,73144,175058,292.62,42.47,1170820,13.18,57.74,29.08,1007709,1006285,69518,533994,50268,118318
283,Zunyi,Guizhou,2013,86,1367730,3667565,778.5,88.3,15846700,13.12,46.96,39.92,14783604,14630418,913328,15660575,2390434,456494
283,Zunyi,Guizhou,2012,,1129958,3201956,771.4,86.9,13439251,13.49,45.11,41.41,10926676,10791555,739457,11764800,1288738,475099
283,Zunyi,Guizhou,2011,65,846202,2563633,771.9,87.5,11214632,13.52,43.96,42.52,10451424,10320785,579669,6853103,815968,456041
283,Zunyi,Guizhou,2010,47,575946,1941962,784.16,85.91,9087570,15.43,41.78,42.79,7937190,7847473,403385,5518402,445690,358504
283,Zunyi,Guizhou,2009,45,462843,1541731,750.86,85.3,7776409,15.81,40.03,44.16,5656652,5577422,298282,3760743,405849,532330
283,Zunyi,Guizhou,2008,45,391752,1313515,744.02,84.2,6557276,17.91,47.75,34.34,5458585,5358308,300327,3159566,408486,314665
283,Zunyi,Guizhou,2007,45,340718,948951,739.4,83.68,5405353,17.79,46.36,35.85,3783656,3708363,237089,2597983,365123,391006
283,Zunyi,Guizhou,2006,50,268837,728015,732.3,82.7,4645307,20.99,43.71,35.3,2934894,2866324,173674,2167737,274098,336151
283,Zunyi,Guizhou,2005,50,221592,584724,725.54,81.71,4075747,25.35,39.45,35.2,2361441,842728,152473,1940104,237631,254072
283,Zunyi,Guizhou,2004,48,180328,458348,723.01,81.86,3623727,26.49,41.82,31.69,2165301,2129004,141537,1610000,254058,247416
283,Zunyi,Guizhou,2003,47,156672,386692,713.42,64.3,3075252,28.2,39.23,32.56,1692818,1640661,100417,1301568,160474,248898
65,Haikou,Hainan,2013,122,867324,1319978,163.2,163.2,9046355,6.42,23.99,69.59,4995512,4070767,201208,6493348,2564025,555210
65,Haikou,Hainan,2012,118,731687,1138450,161.6,161.6,8187550,6.83,24.63,68.54,5160173,4145398,189054,5103833,1755507,526700
65,Haikou,Hainan,2011,98,609319,994265,162.4,162.4,7132980,6.69,24.94,68.37,4885602,3835851,167292,3950408,1451365,462099
65,Haikou,Hainan,2010,98,503661,789877,160.43,160.43,5951444,6.42,24,69.58,4179653,3264996,152910,3526000,1037915,391263
65,Haikou,Hainan,2009,91,384416,666116,158.24,158.24,4895519,6.96,24.47,68.57,3092223,2331396,116016,2770332,780008,351727
65,Haikou,Hainan,2008,91,310313,467882,155.82,155.82,4431808,7.08,25.56,67.35,3054099,2253187,117817,2190646,712478,331122
65,Haikou,Hainan,2007,91,448495,432058,152.94,152.94,3936858,6.81,28.23,64.96,3243297,2498624,115380,1818297,599709,307780
65,Haikou,Hainan,2006,91,211288,322454,176.68,176.68,3501246,7.41,29.17,63.42,2838869,2159206,115186,1582308,504730,281987
65,Haikou,Hainan,2005,,179149,302135,147.3,147.3,3013506,7.66,27.59,64.75,2507203,1958526,121850,1371664,463789,185600
65,Haikou,Hainan,2004,63,148960,248661,143.07,143.07,2530155,8.43,32.6,58.97,2219369,1753681,86171,1192803,402868,207700
65,Haikou,Hainan,2003,77,122541,230392,139.19,139.19,2288595,9.12,33.25,57.63,2025643,1669493,85190,1033979,277007,152027
174,Sanya,Hainan,2013,75,675009,884207,57.7,57.7,3734888,13.34,19.76,66.9,564241,526872,25432,5232901,3027241,247514
174,Sanya,Hainan,2012,75,602472,827333,57.3,57.3,3309625,14.12,20.6,65.28,559080,510590,25492,4303402,2384528,190147
174,Sanya,Hainan,2011,34,500253,715758,58.1,58.1,2837549,12.54,22.14,65.31,471314,436406,21530,3555338,1788401,188119
174,Sanya,Hainan,2010,28,422231,535048,57.01,57.01,2308509,13.43,21.32,65.25,400196,352729,22211,3052395,1328367,164625
174,Sanya,Hainan,2009,28,267153,404464,55.71,55.71,1733198,15.88,22.25,61.87,315185,271082,14006,2113897,978930,136557
174,Sanya,Hainan,2008,60,210925,286744,54.58,54.58,1443178,17.94,36.05,46,251059,214955,10062,1515867,761844,120390
174,Sanya,Hainan,2007,60,154160,187761,53.52,53.52,1223161,17.85,39.62,42.53,201760,168912,11943,1096928,513749,104113
174,Sanya,Hainan,2006,40,97338,123275,52.42,52.42,1092608,23.35,37.86,38.79,432507,412977,9493,695702,296556,93867
174,Sanya,Hainan,2005,20,72526,96214,51.19,51.19,742144,28.95,25.52,45.53,141524,120995,9334,491589,197504,73888
174,Sanya,Hainan,2004,20,53208,73629,50.75,50.75,482348,40.06,23.18,36.76,94241,76902,5141,373160,138504,68107
174,Sanya,Hainan,2003,20,40717,54749,50.39,50.39,411659,41.46,22.12,36.41,93437,86996,5224,260832,83719,53536
10,Baoding,Hebei,2013,138,1803034,4604250,1163.9,106.9,29043115,14.09,54.36,31.54,41333650,37721819,1118297,19054763,2919637,771190
10,Baoding,Hebei,2012,135,1599292,3835725,1172.1,108.3,27209000,13.9,54.98,31.12,41135520,36195242,1057617,18884450,3479088,778858
10,Baoding,Hebei,2011,133,1285890,3326726,1160.7,108.1,24499000,14,54.63,31.36,36278533,31256808,1082589,15581131,3538309,755926
10,Baoding,Hebei,2010,132,910313,2689044,1161.01,106.1,20503000,14.81,51.6,33.59,28748635,24772958,849500,14720871,2739393,542218
10,Baoding,Hebei,2009,131,732559,2003560,1155.28,106.25,17300023,15.35,50.37,34.29,20764668,17562114,923749,11304295,1744327,654786
10,Baoding,Hebei,2008,129,665971,1662787,1141.73,105.53,15808884,15.62,48.3,36.07,17063345,13972207,471248,8046676,881003,582795
10,Baoding,Hebei,2007,103,514843,1309392,1123.43,106.08,13751799,15.67,49.68,34.65,13707009,11420103,332383,6507082,711545,485613
10,Baoding,Hebei,2006,100,430603,1036614,1106.08,105.23,11999550,17.32,48.95,33.72,11186364,9612783,293182,5784486,435649,475788
10,Baoding,Hebei,2005,98,372628,861124,1092.17,100.71,10721423,18.29,48.8,32.91,9467339,8373935,255616,5603258,289209,434311
10,Baoding,Hebei,2004,97,336010,691413,1088.28,99.53,11108786,16.02,48.98,34.99,7432629,6516131,203868,4720854,331989,382678
10,Baoding,Hebei,2003,78,297857,595641,1076.98,95.42,9248071,16.13,47.54,36.32,5144919,4366811,170124,3591239,191215,311120
22,Cangzhou,Hebei,2013,64,1722799,3524113,754.3,53.4,30129850,10.39,52.27,37.34,53116876,46670940,1296455,22921444,1845062,694136
22,Cangzhou,Hebei,2012,61,1425818,3115744,744.4,53.6,28124212,11.35,52.59,36.06,45068171,39265248,1156144,18918681,1500083,816585
22,Cangzhou,Hebei,2011,60,1164888,2643508,734.8,54.2,25851998,11.44,52.56,36,37073550,31973163,1046821,15303896,1527940,574137
22,Cangzhou,Hebei,2010,46,912958,2131343,730.89,53.91,22031199,11.47,50.62,37.91,28173913,24902972,816374,14480882,1126206,519383
22,Cangzhou,Hebei,2009,44,647331,1575413,717.5,53.29,18012287,12,48.24,39.75,21905956,19322159,547430,11028152,696143,272506
22,Cangzhou,Hebei,2008,44,567465,1249898,710.1,52.06,17161616,11.74,50.52,37.75,20132418,18102619,784053,7924329,526341,227481
22,Cangzhou,Hebei,2007,43,472013,1005753,700.2,51.02,14653827,11.35,51.83,36.82,16078541,14829483,429354,6186885,268129,185761
22,Cangzhou,Hebei,2006,42,372729,805971,690.85,50.06,12816666,11.52,53.38,35.1,12960419,12048867,418315,4582035,220722,184282
22,Cangzhou,Hebei,2005,42,311724,629702,684.75,49.89,11307973,11.97,53.4,34.63,10220457,9561080,300904,3545152,184660,166345
22,Cangzhou,Hebei,2004,35,258550,501998,679.36,48.86,7741155,15.99,50.18,33.83,5260787,4843567,112574,2453173,200197,121234
22,Cangzhou,Hebei,2003,35,232622,435933,680.17,47.83,6288615,14.93,52.35,32.72,3707030,3292394,100052,1784508,131160,117231
30,Chengde,Hebei,2013,64,1025005,2617543,378.1,58.9,12720917,16.54,51.08,32.38,18492986,18259406,686909,12020958,1409338,461542
30,Chengde,Hebei,2012,62,825133,2357968,376.9,58.8,11819213,15.67,52.91,31.42,17065672,16867369,617226,9967514,1203260,432234
30,Chengde,Hebei,2011,107,711003,1923582,374.3,58.5,11042013,14.99,54.83,30.18,16111441,15934556,628749,7978024,1438437,478984
30,Chengde,Hebei,2010,100,548354,1559205,372.96,58.33,8889619,15.68,51.04,33.28,12035210,11905370,480429,7512872,927220,512789
30,Chengde,Hebei,2009,86,451789,1297273,371.91,54.51,7601136,14.91,51.61,33.48,9878449,9732347,384127,5672020,671901,475837
30,Chengde,Hebei,2008,84,377967,1068293,369.38,52.36,7149413,15,60.17,24.83,10761280,10593554,400379,3903663,476433,410324
30,Chengde,Hebei,2007,81,326717,760474,366.89,51.71,5535406,16.58,56.32,27.1,7173809,7080534,355518,3002795,323923,386644
30,Chengde,Hebei,2006,77,244495,621812,363.71,46.91,4279969,17.74,52.46,29.79,4893196,4807447,234983,2305131,209041,304329
30,Chengde,Hebei,2005,57,172945,485209,361.28,46.14,3602892,18.25,50.94,30.81,3854662,3777148,173585,1892496,158715,232313
30,Chengde,Hebei,2004,40,120274,378111,360.82,45.73,3006156,18.27,49.63,32.09,3005247,2939279,148796,1511516,158355,72292
30,Chengde,Hebei,2003,40,84107,293053,359.06,45.41,2349782,18.5,46.72,34.78,1833740,1777215,110628,1119643,148890,64251
