code,city,province,year,built_district,pub_income,pub_expend,dist_pop,city_pop,gdp,primary_gdp_per,secondary_gdp_per,tertiary_gdp_per,output_value,output_dom,vat,invest_fixassets,invest_realestate,electric_use
243,Yancheng,Jiangsu,2003,56,265523,443298,796.51,66.33,7433900,24.71,43.93,31.35,7614522,6354784,241022,2806381,231264,114329
246,Yangzhou,Jiangsu,2013,131,2592606,3192774,459.8,230.9,32520078,6.9,52.08,41.02,83242102,60837895,3430145,20251768,3159065,1082080
246,Yangzhou,Jiangsu,2012,127,2249986,2848023,458.4,230.1,29332000,7,53,40.01,71984781,52895078,2996531,17836452,2358426,989823
246,Yangzhou,Jiangsu,2011,125,2180818,2643735,460.1,230,26303025,7.02,54.29,38.7,67727900,48696600,2745300,14754285,1977079,690335
246,Yangzhou,Jiangsu,2010,82,1677818,2016767,459.12,122.48,22294884,7.24,55.14,37.62,57533421,42783544,2452924,13318491,1651593,609643
246,Yangzhou,Jiangsu,2009,79,1280788,1590064,458.8,121.99,18563943,7.8,56.13,36.06,44596774,33920788,1540383,10639197,1295292,642170
246,Yangzhou,Jiangsu,2008,75,1048317,1264575,459.79,121.78,15732900,7.47,57.06,35.47,35175602,25967865,987125,9499801,1376553,586164
246,Yangzhou,Jiangsu,2007,72,856900,967100,459.25,118.06,13118900,7.69,57.02,35.28,25909142,18907796,842363,7178802,1064781,428664
246,Yangzhou,Jiangsu,2006,70,630188,756396,458.64,116.82,11001600,8.59,56.41,35,18918803,13803966,570372,5332998,834308,366317
246,Yangzhou,Jiangsu,2005,67,495486,622208,456.31,115.65,9220200,9.68,56.31,34.01,14488231,10411564,447321,4100713,731357,324672
246,Yangzhou,Jiangsu,2004,63,381368,492246,454.29,113.85,7881300,10.12,53.27,36.6,11295555,9615947,369212,3300495,639830,295196
246,Yangzhou,Jiangsu,2003,58,305517,401777,453.61,112.52,6472200,11.31,51.36,37.33,8372354,7156475,306710,2470087,438181,253110
273,Zhenjiang,Jiangsu,2013,128,2545158,2862267,271.8,103.3,29272800,4.41,52.93,42.66,71787947,47552472,2233035,17531494,2963063,1084280
273,Zhenjiang,Jiangsu,2012,120,2154790,2352453,271.4,103.3,26304200,4.4,53.97,41.63,61056911,40529946,1824708,15006721,2054834,1014686
273,Zhenjiang,Jiangsu,2011,114,1819016,2029009,271.9,103.7,23114500,4.36,55.05,40.59,52076677,33781171,1490124,12269399,1414747,963808
273,Zhenjiang,Jiangsu,2010,109,1381012,1590674,270.71,103.53,19876400,4.1,56.38,39.52,41904178,26924038,1267715,13270816,1148781,848956
273,Zhenjiang,Jiangsu,2009,104,1015693,1213152,269.88,103.45,16720765,4.49,58.2,37.32,32400566,21325744,961761,10105736,954670,785822
273,Zhenjiang,Jiangsu,2008,98,856600,965740,268.77,102.81,14081351,3.63,59.89,36.48,27803156,17847425,779470,7185010,970271,742148
273,Zhenjiang,Jiangsu,2007,94,802565,809523,268.78,102.82,12066865,3.8,59.81,36.39,21447123,13892126,672871,5880163,843725,708668
273,Zhenjiang,Jiangsu,2006,90,601199,650835,268.79,102.72,10215200,4.07,60.56,35.37,16287831,10556698,547096,4785412,674214,626811
273,Zhenjiang,Jiangsu,2005,86,471352,521789,267.61,102,8716700,4.44,60.59,34.97,13314090,8822907,456498,4047505,604805,551501
273,Zhenjiang,Jiangsu,2004,83,358961,441250,267.21,101.36,7811600,4.37,58.96,36.67,10731122,7496023,367123,3205244,391747,462943
273,Zhenjiang,Jiangsu,2003,79,286038,366636,267.19,100.51,6405100,5.26,57.29,37.45,8553554,5980538,321539,2372847,322858,413508
56,Fuzhou2,Jiangxi,2013,56,1004770,2276705,419.6,119.1,9406413,17.38,51.99,30.63,12508893,11629809,495306,7940981,813592,159675
56,Fuzhou2,Jiangxi,2012,55,872478,2022092,417.8,118.8,8250400,18.42,52.84,28.74,10283391,9416181,254641,6614052,660855,141280
56,Fuzhou2,Jiangxi,2011,53,759910,1786658,412,116.7,7425067,18.44,53.28,28.28,8139521,7459800,204023,5539033,841084,131022
56,Fuzhou2,Jiangxi,2010,50,554271,1394453,403.96,114.56,6300124,19.02,49.91,31.06,7347415,6757870,200026,6473990,746339,109509
56,Fuzhou2,Jiangxi,2009,48,355950,1051513,399.14,111.11,5029103,21.72,47.28,31,5272180,4780422,129173,4819516,629909,93600
56,Fuzhou2,Jiangxi,2008,45,259963,807529,387.74,106.88,4340496,22.2,47.98,29.83,4063911,3558438,127015,3362700,568006,111689
56,Fuzhou2,Jiangxi,2007,42,201531,595828,385.1,106.2,3679225,21.77,46.73,31.5,3121536,2645414,106569,2260500,417608,101689
56,Fuzhou2,Jiangxi,2006,34,205359,428998,383.78,105.79,3135607,23.82,44.3,31.88,1818243.8,1422400.3,60827,1586400,321817,86499
56,Fuzhou2,Jiangxi,2005,30,153660,329889,381.31,105.16,2620040,26.79,40.4,32.81,1153933,864871,42183,1230000,248434,78079
56,Fuzhou2,Jiangxi,2004,30,128955,280826,378.77,104.39,2041762,31.35,42.16,26.49,825255,666901,27895,915400,203367,26847
56,Fuzhou2,Jiangxi,2003,30,87202,252313,376.11,103.65,1684110,27.41,42.75,29.84,626898,535001,21491,650000,167466,25259
57,Ganzhou,Jiangxi,2013,93,1843669,4804153,928.5,66.2,16733140,15.98,45.66,38.36,26117453,19376255,1072185,13308676,1966223,205083
57,Ganzhou,Jiangxi,2012,89,1412773,4041635,926.7,65.3,15084851,16.73,46:19:00,37.08,21800747,16030399,824387,10359054,1632707,202558
57,Ganzhou,Jiangxi,2011,85,1100508,3118366,918.3,64.9,13359972,17.42,47.24,35.34,18827578,13924383,724999,8196111,1306401,184836
57,Ganzhou,Jiangxi,2010,76,790079,2396873,907.27,64.66,11197412,18.92,44.36,36.72,12746325,8746713,464158,7810000,1004813,160840
57,Ganzhou,Jiangxi,2009,59,680858,2083492,896.99,64.57,9406290,20.76,42.32,36.92,8860755,5886552,327077,5299299,766242,134003
57,Ganzhou,Jiangxi,2008,55,554652,1571326,888.95,63.76,8348486,20.73,43.03,36.24,7580092,5345942,321984,3728557,622018,278578
57,Ganzhou,Jiangxi,2007,50,389331,1111894,877.04,58.97,7019653,21.82,40.94,37.23,5820883,4276944,267334,2679758,508722,244367
57,Ganzhou,Jiangxi,2006,43,304625,866353,861.15,57.92,5827320,23.27,38.88,37.85,3815297,2816178,183238,2230240,340301,195489
57,Ganzhou,Jiangxi,2005,40,259012,682319,845.69,59.91,5001106,25.84,36.39,37.78,2708710,1969165,118341,1860000,250095,162636
57,Ganzhou,Jiangxi,2004,38,228358,564957,845.65,56.47,3980147,28.64,33.36,37.99,1762180,,74825,1580000,201407,154216
57,Ganzhou,Jiangxi,2003,32,196765,475415,831.2,54.6,3450595,29.17,32.66,38.17,1151083,923663,59548,1554900,134959,140235
93,Ji'an,Jiangxi,2013,46,1214410,2852905,509.1,56,11239013,17.18,51.15,31.67,22202228,18154413,978837,10646288,622319,137443
93,Ji'an,Jiangxi,2012,46,1034953,2469444,505.5,55.5,10062610,17.94,51.73,30.33,18567383,14901758,767805,9758961,439020,141888
93,Ji'an,Jiangxi,2011,42,768113,1972186,501.6,55.1,8790619,18.63,53,28.36,15745371,12726414,550072,7392346,334157,136656
93,Ji'an,Jiangxi,2010,35,570967,1583585,495.04,54.52,7205251,19.85,50.48,29.67,11349323,9194266,457233,7648579,329494,70390
93,Ji'an,Jiangxi,2009,32,397408,1280670,489.1,53.66,5841087,22.13,48.58,29.29,7468173,6126178,297267,5892339,341586,91616
93,Ji'an,Jiangxi,2008,29,324379,1002202,485.25,53.33,5050046,23.73,46.24,30.03,5756469,4820312,256967,4101581,299430,79139
93,Ji'an,Jiangxi,2007,38,253221,741843,479.72,53.49,4060052,23.95,42.65,33.4,3666953,3037242,149802,1992690,218787,68953
93,Ji'an,Jiangxi,2006,38,205130,586190,471.01,51.78,3517803,24.44,39.63,35.93,2078037,1633801,88011,1500000,218946,53660
93,Ji'an,Jiangxi,2005,34,178356,484200,464.76,51.17,3031422,27.5,36.15,36.36,1462615,1218258,59186,1220000,187661,44492
93,Ji'an,Jiangxi,2004,27,147910,371803,466.65,50.6,2428600,31.78,36.67,31.56,,,,957649,142399,42027
93,Ji'an,Jiangxi,2003,24,122187,308614,462.61,49.86,2067244,29.83,38.32,31.84,683287,622001,34360,750000,121713,26810
102,Jingdezhen,Jiangxi,2013,60,737699,1353980,166.3,46.8,6802847,7.69,58.28,34.03,10863415,10342659,305226,5387200,426646,163209
102,Jingdezhen,Jiangxi,2012,70,666396,1207087,166.7,46.3,6282524,7.8,59.49,32.71,9684649,9133479,224558,4566908,520370,155911
102,Jingdezhen,Jiangxi,2011,73,510918,987450,164.6,46.3,5647106,7.92,63,29.08,8393530,7919349,198368,3944664,349023,146819
102,Jingdezhen,Jiangxi,2010,73,387567,778735,163.16,46.21,4615001,8.25,60.78,30.97,6871690,6523000,201436,4395905,257166,184497
102,Jingdezhen,Jiangxi,2009,73,243328,579303,160.22,45.79,3640337,9.24,58.23,32.53,4938079,4660871,36926,3305533,249760,67965
102,Jingdezhen,Jiangxi,2008,73,185143,400334,158.23,45.57,3219756,9.46,58.44,32.1,3939147,3697496,117358,2299171,230820,130000
102,Jingdezhen,Jiangxi,2007,72,118966,284360,156.18,44.97,2618517,9.28,56.18,34.54,2706504,2554856,77901,1116683,161617,125060
102,Jingdezhen,Jiangxi,2006,70,97066,216093,153.62,44.69,2247759,9.27,54.09,36.64,2029077,1958414,65501,941007,145116,92934
102,Jingdezhen,Jiangxi,2005,48,84378,183155,150.82,43.97,1930985,10.01,52.65,37.34,1591811,1532555,46559,1079300,135798,86672
102,Jingdezhen,Jiangxi,2004,46,77444,144149,150.57,43.18,1651237,8.5,53.93,37.58,1272426,1257209,43453,1026316,180825,69852
102,Jingdezhen,Jiangxi,2003,43,66093,122401,148.3,42.15,1406910,8.8,54.1,37.1,1127606,1121457,38599,546215,171012,70514
109,Jiujiang,Jiangxi,2013,100,1761521,3382022,508.1,65.4,16017317,8.12,56.08,35.8,35156906,30148303,942833,15077751,752929,380300
109,Jiujiang,Jiangxi,2012,97,1418709,2980139,508.6,65,14201046,8.33,56.96,34.71,27788363,23443213,634189,12063292,581186,319184
109,Jiujiang,Jiangxi,2011,89,1010299,2252232,502.4,64.3,12564149,8.57,58.57,32.85,21414725,18381616,487970,10065434,608019,248239
109,Jiujiang,Jiangxi,2010,89,710634,1665230,497.91,64.23,10320647,9.5,56.17,34.33,14977463,13088896,385572,8774599,460642,408977
109,Jiujiang,Jiangxi,2009,89,505023,1346264,491.03,63.8,8313636,11.07,53.06,35.88,10538420,9250074,308664,6589557,490023,375792
109,Jiujiang,Jiangxi,2008,89,384210,1044200,484.67,60.44,7005984,11.97,54.95,33.08,8550780,7513170,164360,4549851,353262,329914
109,Jiujiang,Jiangxi,2007,80,320749,780938,479.58,60.3,5925614,13.69,53.25,33.06,6524058,5674788,169874,3583027,388206,293799
109,Jiujiang,Jiangxi,2006,68,260377,579964,472.67,59.81,5062201,15.44,51.93,32.63,4892100,4333886,132655,2551300,264383,253057
109,Jiujiang,Jiangxi,2005,48,224542,521068,466.2,59.17,4289161,16.8,50.09,33.11,3551373,3127859,109262,2135000,239209,266145
109,Jiujiang,Jiangxi,2004,48,188059,384650,464.82,57.57,3567621,16.58,48.55,34.87,2732713,2358769,94158,1550000,175566,261429
109,Jiujiang,Jiangxi,2003,48,152926,310578,460.08,62.2,3067749,16.83,48.02,35.15,1878479,1727533,76744,1361607,122990,249479
144,Nanchang,Jiangxi,2013,218,2919097,4193652,510.1,226.4,33360265,4.71,55.47,39.82,44375203,35528372,1240378,28968649,4061358,1494124
144,Nanchang,Jiangxi,2012,202,2400205,3455062,507.9,225.2,30005236,4.91,56.45,38.65,38565032,30709408,1067205,23930288,3443607,1217000
144,Nanchang,Jiangxi,2011,208,1870259,2993677,505,220.7,26888724,5.02,58.73,36.25,33168659,26707193,916949,20223297,2798933,1150000
144,Nanchang,Jiangxi,2010,208,1464650,2320305,502.25,212,22001059,5.48,53.27,41.25,27732021,20419476,819304,19516016,2301463,1008000
144,Nanchang,Jiangxi,2009,186,1158798,1817495,497.33,222.5,18375008,6.09,55.32,38.59,21042413,16021821,664648,14793151,1982468,906520
144,Nanchang,Jiangxi,2008,109,1021477,1481700,494.73,223.09,16600847,6.11,55.4,38.49,17830023,13441240,492320,10988484,1633040,876851
144,Nanchang,Jiangxi,2007,109,872199,1168596,491.31,224.25,13898920,6.24,54.27,39.49,12712918,9203053,364198,8198948,1256020,728628
144,Nanchang,Jiangxi,2006,109,681075,933749,483.96,221.32,11838973,6.53,54.27,39.21,9659690,6982559,308474,6430198,1107512,563881
144,Nanchang,Jiangxi,2005,109,582783,757947,475.17,215.52,10077025,7.2,52.81,39.99,7262572,5130544,256466,5255946,1102169,487532
144,Nanchang,Jiangxi,2004,135,421911,521873,460.79,203.73,7704622,7.71,52.44,39.85,5435136,4022927,232755,3515039,851761,405787
144,Nanchang,Jiangxi,2003,85,314094,395944,450.77,196.37,6410248,8.24,50.57,41.19,4149169,3067060,182357,2350044,600118,348001
158,Pingxiang,Jiangxi,2013,50,855196,1496007,193.6,87.1,7983294,7.05,59.34,33.61,14995013,14549773,556595,8301074,243783,429611
158,Pingxiang,Jiangxi,2012,44,740916,1343449,192.4,86.9,7330597,7.25,60.8,31.96,13312689,12981938,529309,7634171,171599,450208
158,Pingxiang,Jiangxi,2011,42,584870,1087143,190.3,86.2,6581538,7.44,65.86,26.7,11571286,11293597,439285,5772917,165225,447033
158,Pingxiang,Jiangxi,2010,42,411109,866977,188.09,85.5,5203900,8.13,63.31,28.56,11979370,11779186,527079,6677536,164655,380075
158,Pingxiang,Jiangxi,2009,42,273057,696353,186.93,84.97,4214862,8.74,61.64,29.62,7159556,7029324,360214,5074306,199201,316892
158,Pingxiang,Jiangxi,2008,41,234288,508546,185.77,84.59,3876366,8.5,62.67,28.83,5857355,5773813,384284,3533316,189264,295657
158,Pingxiang,Jiangxi,2007,41,180296,351464,184.65,84.32,3162760,9.08,61.11,29.81,3886603,3862831,225286,2093314,176956,292516
158,Pingxiang,Jiangxi,2006,60,140546,267180,181.97,83.2,2654942,9.88,59.64,30.47,2612728,2597287,143315,1447814,171420,280515
158,Pingxiang,Jiangxi,2005,60,119153,229274,179.67,81.82,2280989,11.26,57.74,31,2013047,2004115,117176,1259738,144601,232733
158,Pingxiang,Jiangxi,2004,58,94713,198648,180.21,81.9,1725560,11.28,59.36,29.37,1340327,1321587,94429,959047,152356,244116
158,Pingxiang,Jiangxi,2003,63,73731,144492,177.74,80.53,1428645,11.31,58.76,29.93,852054,829295,48346,548306,68074,172888
178,Shangrao,Jiangxi,2013,47,1644320,3562046,759.7,41.3,14013134,14.45,50.61,34.94,22053974,17553131,1112062,11646829,1067500,80240
178,Shangrao,Jiangxi,2012,45,1341619,3042588,760.3,40.9,12653897,15.24,52.36,32.4,18292019,14642742,677121,9792325,938433,69426
178,Shangrao,Jiangxi,2011,42,955764,2406011,750.2,40.4,11105823,15.89,53.93,30.17,14470356,11567769,551951,8284593,1004622,69250
178,Shangrao,Jiangxi,2010,38,725628,1916792,740.33,39.87,9010029,16.86,50.96,32.18,11759109,10030208,415813,9460227,921630,58203
178,Shangrao,Jiangxi,2009,31,480791,1538949,728.27,39.48,7285029,18.59,49.11,32.3,7999186,6946220,262800,6123769,905659,50045
178,Shangrao,Jiangxi,2008,35,366510,1186358,716.35,39.01,6283382,19.1,47.42,33.48,6084422,5247103,181130,4279440,833345,106289
178,Shangrao,Jiangxi,2007,26,320595,951552,704.16,38.45,5281238,19.07,45.84,35.09,4395358,3872452,132426,4050000,626488,104289
178,Shangrao,Jiangxi,2006,24,253936,684650,690.52,37.72,4514277,19.43,44.46,36.11,2640220,2348009,88015,3183146,473828,92677
178,Shangrao,Jiangxi,2005,23,216887,553939,676,37.22,3881089,21.21,42.44,36.35,1716304,1488339,52157,2270000,359474,73984
178,Shangrao,Jiangxi,2004,35,170016,429723,668.82,36.73,3010663,21.49,41.03,37.48,1140048,1111803,45458,1528000,252732,39609
178,Shangrao,Jiangxi,2003,21,137110,348269,657.38,36.12,2527563,24.77,36.73,38.51,785782,766314,42288,1100000,174029,29456
236,Xinyu,Jiangxi,2013,66,844829,1271569,121.5,88.7,8450692,5.86,58,36.13,14345207,11433870,330013,7041529,415211,560365
236,Xinyu,Jiangxi,2012,65,832340,1256867,120.5,87.3,8303232,5.81,63.19,31,13615922,10828471,321369,6677350,247287,591329
236,Xinyu,Jiangxi,2011,67,694279,1027683,119.4,86.3,7792129,5.65,66.99,27.35,15320600,10841236,352355,5998850,271139,856376
236,Xinyu,Jiangxi,2010,53,499947,776593,118.01,88.51,6312212,6,63.9,30.1,11987770,8619872,228333,6583143,244349,638327
236,Xinyu,Jiangxi,2009,51,330298,586740,124.61,92.24,4841748,6.85,58.51,34.63,8010641,6313060,134926,5099784,241359,485051
236,Xinyu,Jiangxi,2008,46,260950,446101,123.2,91.15,4023218,7.71,64.32,27.98,7460499,5956844,257243,3593242,232723,378530
236,Xinyu,Jiangxi,2007,44,192595,326435,113.85,82.19,2807714,8.71,63.2,28.09,5120905,4305235,177552,1570000,220603,434898
236,Xinyu,Jiangxi,2006,51,139521,220875,112.41,81.11,2142709,10.82,58.87,30.32,3265171,2843673,128212,1025000,158555,317769
236,Xinyu,Jiangxi,2005,47,105267,177181,110.72,79.85,1773193,12.45,55.71,31.84,2239184,2066979,96921,884000,124782,254995
236,Xinyu,Jiangxi,2004,45,75413,128566,110.34,79.37,1340000,13.51,55.03,31.46,1627591,1545758,89825,680000,70492,217725
236,Xinyu,Jiangxi,2003,43,62628,108626,109.35,78.47,1091000,13.47,52.52,34.01,1083222,1019830,76775,519600,62343,188293
252,Yichun2,Jiangxi,2013,65,1593943,3048682,578.1,109.8,13870708,15.41,55.22,29.38,25602644,22613694,1039153,11245778,1009931,162380
252,Yichun2,Jiangxi,2012,60,1324310,2692561,573.1,108.1,12476000,16.24,56.28,27.47,20162444,17692195,799248,7238279,809656,141097
252,Yichun2,Jiangxi,2011,55,923424,2152163,566.9,107.7,10779820,17.16,59.17,23.67,17044080,14930865,631075,7086935,707655,129816
252,Yichun2,Jiangxi,2010,50,662957,1716084,557.93,105.05,8700005,18.96,56.58,24.47,12399826,10721098,515349,6659334,498006,111002
252,Yichun2,Jiangxi,2009,35,476570,1385270,549.92,104.22,7002430,20.85,52.95,26.2,8618200,7357805,352469,5104443,429049,82455
252,Yichun2,Jiangxi,2008,32,364740,1045851,543.97,103.23,6150000,21.72,52,26.28,6682821,5872528,273499,3653559,398467,72019
252,Yichun2,Jiangxi,2007,32,283630,777441,539.09,102.14,5088563,22.24,50.25,27.52,4999336,4397522,220674,2590358,293076,65314
252,Yichun2,Jiangxi,2006,32,218304,589591,534.66,100.96,4397203,23.1,46.58,30.33,3237668,2921992,152433,2027335,202687,53532
252,Yichun2,Jiangxi,2005,30,181604,463304,528.17,100.1,3722066,26.32,41.99,31.69,2073643,1917660,97136,1668208,156730,46525
252,Yichun2,Jiangxi,2004,30,154604,369064,525.45,96.72,2895167,30.59,38.51,30.9,1300996,1250590,64320,1199368,143980,40176
252,Yichun2,Jiangxi,2003,28,131607,299772,522.27,95.8,2494974,30.18,37.76,32.06,995642,941566,58702,850234,107133,36412
255,Yingtan,Jiangxi,2013,27,661346,1003652,124.7,23.4,5534700,8.05,62.58,29.37,18884788,18557538,845447,3939686,366276,70683
255,Yingtan,Jiangxi,2012,32,588261,880542,124,23.2,4821747,8.6,63.45,27.96,16658535,16327335,356842,3279948,251456,67686
255,Yingtan,Jiangxi,2011,30,388219,681157,122,22.9,4275959,8.92,64.59,26.49,15585896,15398968,333179,2768623,215132,63563
255,Yingtan,Jiangxi,2010,29,295084,574568,121.92,23.63,3448865,9.51,62.78,27.71,11802016,11689867,233955,2600000,130420,57414
255,Yingtan,Jiangxi,2009,27,181148,408107,119.82,22.23,2568020,11.95,59.16,28.89,7995991,7919875,239578,1857143,109982,51268
255,Yingtan,Jiangxi,2008,26,163376,320029,116.11,20.49,2566218,10.95,63.56,25.49,9065179,9027221,309358,1280103,87036,47044
255,Yingtan,Jiangxi,2007,24,125417,242560,114.9,20.6,2202019,9.97,64.61,25.41,7199396,7169242,245066,950341,81367,40684
255,Yingtan,Jiangxi,2006,22,85433,163232,112.95,19.84,1432082,12.78,52.95,34.27,4849076,4829966,211392,731024,54999,37019
255,Yingtan,Jiangxi,2005,22,67056,128879,111.15,19.26,1235280,14.16,49.4,36.44,2685939,2665110,114137,601450,58720,36089
255,Yingtan,Jiangxi,2004,21,52919,102492,111.58,18.98,963748,16.25,49.15,34.59,2103663,2098728,75744,439150,53566,32223
255,Yingtan,Jiangxi,2003,19,44810,86155,109.97,18.48,797237,15.51,47.61,36.88,1109351,1104607,42833,308900,43623,28645
6,Baicheng,Jilin,2013,41,369609,1560377,199.1,49.8,6923486,16.7,47.37,35.93,5672743,4965857,64604,4801490,133494,86191
6,Baicheng,Jilin,2012,40,310287,1427077,200,50.5,6155007,17.97,47.28,34.75,4696176,4097660,68799,4366341,110806,80882
6,Baicheng,Jilin,2011,38,245726,1150487,202.5,51,5545757,18.17,48.76,33.07,3536682,3141009,44094,3444887,93099,66978
6,Baicheng,Jilin,2010,38,180131,921691,202.64,51.02,4451802,18.74,45.26,36,2592456,2296592,26450,3003012,65762,48120
6,Baicheng,Jilin,2009,38,126346,810816,203.17,50.89,3533626,19.73,42.06,38.2,1890242,1650863,38486,3485288,56054,36924
6,Baicheng,Jilin,2008,38,109065,604892,202.9,50.86,2907212,22.04,39.2,38.77,1480035,1272864,24951,2620689,79450,37530
6,Baicheng,Jilin,2007,38,83609,466428,202.93,51.26,2286120,22.35,40.61,37.03,1057815,906754,14393,1839339,75562,39817
6,Baicheng,Jilin,2006,38,67437,376249,202.4,50.8,1900399,25.04,38.06,36.9,801335,717742,18308,1314736,44154,39284
6,Baicheng,Jilin,2005,38,51240,315310,201.6,50.92,1521856,32.21,31.13,36.66,636771,555775,15764,780440,30153,36716
6,Baicheng,Jilin,2004,33,41052,252881,201.6,48.56,1370006,30.8,36.26,32.93,543888,482863,24211,530226,24702,39156
6,Baicheng,Jilin,2003,33,54460,200405,200.82,48.34,1233531,35.21,33.33,31.46,460297,389113,23633,611000,30784,33955
8,Baishan,Jilin,2013,42,463180,1371568,127.1,57.7,6736447,8.78,59.45,31.77,12189004,11346508,328748,5066064,412098,202011
8,Baishan,Jilin,2012,33,436304,1400929,127.9,59.2,6430212,8.33,60.38,31.28,11680846,10902502,231237,5022326,372396,213795
8,Baishan,Jilin,2011,38,355308,1273793,128.5,59.3,5314342,9.12,59.72,31.17,9587434,8948285,218617,4099401,200446,222526
8,Baishan,Jilin,2010,40,252708,1000777,128.7,59.49,4331670,10.17,60.09,29.74,6740820,6242014,166612,3461670,92107,213038
8,Baishan,Jilin,2009,40,197769,764146,129.72,59.33,3566348,10.82,56.51,32.67,4863367,4433921,122334,4066869,150143,117883
8,Baishan,Jilin,2008,213,155868,583540,129.68,59.32,3003488,11.8,56.12,32.07,3540835,3233525,132829,3002122,188211,122815
8,Baishan,Jilin,2007,151,109670,419356,129.92,59.28,2374523,13.92,54.43,31.65,2423293,2227281,75431,2118622,102539,111518
8,Baishan,Jilin,2006,151,78066,346248,129.98,59.25,1919006,14.47,53.99,31.53,1703823,1566145,57313,1307255,59534,81951
8,Baishan,Jilin,2005,26,53896,291831,130.3,33.65,1604820,16.18,51.38,32.44,1309769,1230533,49796,750675,42192,70559
8,Baishan,Jilin,2004,25,42253,208121,130.66,33.45,992254,21.04,45.18,33.78,1031253,981166,43034,451016,30028,89058
8,Baishan,Jilin,2003,25,38959,142684,132.97,32.99,1098582,20.21,48.54,31.25,774852,724860,33719,349794,34415,98566
23,Changchun,Jilin,2013,425,3818178,6329668,752.7,363.8,50031808,6.64,53.14,40.22,92280427,73806613,3290672,32575210,6135822,1294022
23,Changchun,Jilin,2012,412,3408021,5555117,756.9,363,44566446,7.11,51.43,41.46,82941696,68231680,2492648,30709166,6496535,1137106
23,Changchun,Jilin,2011,418,2886312,5186814,761.8,364.8,40030775,7.25,52.28,40.47,70479715,36781306,1899737,23566189,6664177,1333319
23,Changchun,Jilin,2010,394,1808461,3829323,758.89,362.75,33290329,7.59,51.66,40.74,58841613,31636821,1805315,26377394,5436416,1286042
23,Changchun,Jilin,2009,365,1426506,3060062,756.5,362.32,28485627,7.86,50.65,41.49,44928953,23677598,1472495,22915489,4439252,1088051
23,Changchun,Jilin,2008,328,1190315,2403306,752.53,330.22,25618985,8.5,51.21,40.29,36532707,18106379,749833,18187804,3528921,1007718
23,Changchun,Jilin,2007,285,932951,1815633,745.95,358.13,20890859,9.57,50.23,40.19,29208862,13476471,852028,13506330,2594979,938871
23,Changchun,Jilin,2006,267,715908,1466748,739.26,348.77,17411922,9.3,48.92,41.78,21409495,10374613,665741,9504180,1718428,872989
23,Changchun,Jilin,2005,231,610338,1216573,731.5,337.22,16784691,10.72,46.85,42.42,17289653,9417263,581579,6504218,1066262,813176
23,Changchun,Jilin,2004,193,506923,1007695,724,314.7,15350051,11.05,48.34,40.61,17126789,9356290,535011,4599564,903503,378060
23,Changchun,Jilin,2003,171,459709,858308,718.23,310.01,13380369,11.76,47.11,41.14,15115270,8008067,507054,3896440,700020,343785
98,Jilin,Jilin,2013,173,1399704,3278090,429.1,181.8,26174061,9.64,48.9,41.46,31401389,29559655,1007128,19293046,2298738,1090432
98,Jilin,Jilin,2012,151,1190295,2849407,430.8,182.3,24300668,9.99,49.69,40.32,30328642,28654495,989396,18998712,2488011,1100391
98,Jilin,Jilin,2011,166,1019525,2515671,433.3,183,22080487,9.98,50.57,39.46,26954100,25396767,923311,14912712,2061979,1160525
98,Jilin,Jilin,2010,166,731926,2137792,434.03,183.47,18006376,10.8,49.76,39.44,21041551,19821906,492369,15873573,1396112,1002543
98,Jilin,Jilin,2009,166,609955,1647383,437.42,185.07,15004776,11.37,49.3,39.33,16975200,16063800,385100,14900020,992619,882392
98,Jilin,Jilin,2008,167,533313,1358728,438.29,184.93,13000948,12.8,48.89,38.31,16112113,15224239,348224,12000456,870259,977735
98,Jilin,Jilin,2007,166,408408,987682,432.67,182.3,10080128,13.45,49.28,37.27,12228681,11813033,362755,9050217,695212,1049647
98,Jilin,Jilin,2006,166,276693,791514,430.44,180.46,7288301,15.05,45.67,39.28,9023937,8732747,243701,6917666,465747,836686
98,Jilin,Jilin,2005,166,235365,674767,429.45,179.87,6296913,15.97,44.94,39.09,7547385,7312357,247412,4550403,335000,731630
98,Jilin,Jilin,2004,166,197301,576894,429.07,178.9,7037040,14.1,45.23,40.68,6415358,6211320,266116,3500630,304979,752705
98,Jilin,Jilin,2003,163,167396,416544,431.6,179.55,6001038,14.1,43.47,42.43,4542868,4409720,213999,3110848,304976,756823
123,Liaoyuan,Jilin,2013,46,255080,938008,121.9,47.4,7003010,8.31,59.15,32.55,11813825,11449769,129600,5016990,440479,212521
123,Liaoyuan,Jilin,2012,46,238670,826535,122,47.3,6051273,8.89,58.97,32.14,10229483,9932110,154512,4934200,465180,183491
123,Liaoyuan,Jilin,2011,46,188644,688258,122.5,47.3,5004925,9.74,58.28,31.98,8597511,8223255,125674,3711637,257858,190557
123,Liaoyuan,Jilin,2010,46,170623,640246,123.75,47.87,4101426,10.43,56.18,33.39,5856489,5619552,109924,4523223,207824,159424
123,Liaoyuan,Jilin,2009,43,144253,529870,123.78,47.79,3361820,10.5,56.31,33.19,4230868,4035194,73047,4073208,367234,134877
123,Liaoyuan,Jilin,2008,42,116744,409713,123.33,47.73,2711856,12.34,53.69,33.97,3143989,2893605,74991,3011225,334009,131869
